N1	N2	O1	O2	P1	P2	Q1	Q2	R1	R2	S1	S2	T1	T2	U1	U2	W1	W2	W3	W4	gene.names
2664	2292	3032	1929	2688	2251	2830	1638	2531	990	856	1783	803	1165	1033	911	1038	1096	1447	1285	CAGL0B00660g
935	891	931	605	926	743	1067	601	803	441	350	530	330	441	464	389	357	410	733	666	CAGL0B00682g
8543	8985	9398	6270	8938	8795	8446	4967	7948	4012	4792	4629	2820	6105	3903	3042	3687	4027	5926	5130	CAGL0B00704g
23	18	13	11	20	15	20	10	10	1	1	6	2	0	3	3	5	17	6	6	CAGL0B00715g
4	8	5	7	4	8	14	0	1	3	3	8	0	1	0	1	8	6	23	19	CAGL0B00726g
1118	1226	996	599	1041	1013	1248	624	791	456	377	616	225	481	307	363	424	413	2240	1966	CAGL0B00748g
567	652	457	288	503	485	644	279	386	161	246	264	86	287	185	121	189	200	1330	1247	CAGL0B00770g
6763	3978	9750	8794	7607	8804	6663	6828	8466	7465	2693	5052	5415	3318	5443	7430	4356	5004	110	75	CAGL0B00792g
1235	1508	991	697	1162	1090	1285	722	693	326	584	585	365	783	505	365	399	459	2248	2308	CAGL0B00814g
675	472	561	449	458	427	623	417	409	246	163	262	329	220	509	432	357	373	258	165	CAGL0B00836g
523	519	494	326	448	453	508	257	383	237	211	266	207	246	195	216	243	249	626	543	CAGL0B00858g
1463	900	1975	1451	1595	1562	1355	1137	1329	1088	483	1199	780	640	1046	1466	951	1112	250	214	CAGL0B00880g
923	950	1353	833	1774	1580	991	560	1041	288	561	538	525	702	1250	531	312	345	1304	1055	CAGL0B00902g
326	298	365	241	339	374	253	192	269	145	167	200	106	187	111	97	167	161	197	163	CAGL0B00924g
1983	2617	2215	1707	2312	2567	2319	1106	1364	993	1203	1356	378	2135	712	803	1510	1601	4150	4660	CAGL0B00946g
20	23	50	32	25	36	24	21	28	16	15	21	13	22	13	12	15	29	7	13	CAGL0B00968g
175	160	189	184	97	146	260	319	63	24	97	80	38	103	46	34	64	63	1452	893	CAGL0B00990g
22	26	49	25	35	15	26	18	23	9	10	19	13	26	10	2	8	8	22	14	CAGL0B01012g
0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B01034r
243	220	187	111	351	337	192	98	122	38	67	88	42	114	133	124	73	71	1893	1828	CAGL0B01078g
1143	1196	601	661	1086	1561	819	618	354	341	230	163	133	411	350	450	357	407	3011	3063	CAGL0B01100g
14610	11310	24231	18923	15793	17634	12696	9902	19085	9043	9742	9958	10128	13448	9124	6387	10566	12861	271	233	CAGL0B01122g
585	580	634	452	635	701	742	472	552	428	295	342	290	459	356	395	360	389	1046	1139	CAGL0B01144g
1844	1773	1961	1278	1991	1786	2051	1098	1820	932	825	1110	817	1078	959	779	748	781	965	896	CAGL0B01166g
1689	1667	1860	1441	1652	1795	1871	1202	1658	1215	749	1047	782	939	780	895	959	970	617	459	CAGL0B01188g
20511	14852	27988	20738	21244	22582	21259	14691	25689	15087	12846	14043	18860	16735	19133	14906	11728	13454	420	513	CAGL0B01203g
1154	681	1696	1430	1256	1432	856	931	1213	761	522	727	968	670	1036	910	637	723	72	90	CAGL0B01232g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B01243g
16	13	16	8	15	19	8	13	6	7	2	6	4	4	8	7	13	6	6	4	CAGL0B01265g
787	704	775	716	687	747	897	540	664	444	169	486	166	256	246	358	373	355	327	287	CAGL0B01287g
1	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	1	0	0	0	CAGL0B01309r
833	657	896	707	815	818	881	579	814	629	384	558	329	526	412	466	489	580	797	796	CAGL0B01331g
1536	1352	1780	1382	1572	1690	1664	1214	1479	1030	637	894	699	854	823	917	793	870	1298	1229	CAGL0B01353g
5049	4027	5595	3686	5095	4603	4819	3211	4944	2121	2217	3326	2592	2819	2836	2044	2138	2318	2339	2125	CAGL0B01375g
1287	829	1715	1350	1408	1405	955	912	1241	832	453	656	830	568	854	773	724	978	84	76	CAGL0B01397g
1862	1911	1797	1461	1348	1831	1802	1264	1319	918	1160	1176	407	1971	393	378	1573	1819	4110	4374	CAGL0B01419g
1625	1459	1846	1512	1688	1776	1642	1208	1459	1057	784	796	888	1055	915	1028	909	994	921	884	CAGL0B01441g
913	660	1279	985	996	1013	933	747	936	470	545	675	893	846	955	503	597	688	240	256	CAGL0B01463g
985	711	1271	950	1114	1000	876	602	940	470	366	824	436	427	629	606	591	565	182	125	CAGL0B01485g
768	677	768	509	816	622	859	687	541	291	248	532	390	437	414	344	339	371	189	138	CAGL0B01507g
386	382	377	267	321	356	408	268	174	145	174	205	105	235	115	128	192	223	618	607	CAGL0B01529g
1683	1404	1961	1280	1853	1479	2022	1093	1656	625	319	1280	319	513	477	588	686	796	1373	1196	CAGL0B01551g
482	462	618	471	537	537	559	412	507	432	256	336	360	356	383	439	351	410	315	277	CAGL0B01573g
546	522	635	549	587	666	574	369	499	357	316	582	316	446	317	285	369	457	735	774	CAGL0B01589g
88	65	83	96	66	146	66	55	56	39	13	64	20	18	28	33	40	43	1305	1289	CAGL0B01595g
982	637	1051	875	1052	953	948	682	991	584	133	775	172	207	332	580	464	465	563	492	CAGL0B01617g
897	847	793	514	828	803	983	456	685	301	269	602	122	358	203	243	291	315	1051	1013	CAGL0B01639g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B01661r
2836	2158	3129	1879	2852	2295	2664	1390	2639	865	867	1610	1159	1209	1511	889	894	1025	956	693	CAGL0B01683g
610	548	735	534	613	579	682	401	720	373	207	487	216	307	248	315	300	286	341	271	CAGL0B01705g
317	363	323	245	249	245	338	247	244	133	85	153	98	188	78	63	136	150	362	263	CAGL0B01727g
155	156	112	85	113	87	125	67	44	26	48	53	16	75	25	20	38	42	454	392	CAGL0B01743g
985	736	1282	1013	1000	1097	1099	831	1050	774	369	757	547	519	522	773	662	716	247	238	CAGL0B01771g
895	739	1208	981	1101	1202	1002	810	808	517	450	782	339	549	392	301	699	737	848	770	CAGL0B01793g
1577	1322	1913	1497	1719	1888	1732	1253	1415	1097	726	951	523	807	501	536	867	971	905	810	CAGL0B01815g
1263	1022	1631	1234	1433	1290	1437	1107	1415	1114	650	1226	779	790	902	934	719	851	560	477	CAGL0B01837g
232	223	277	182	234	233	287	181	268	115	70	254	76	82	66	83	101	133	138	126	CAGL0B01859g
1	0	0	0	22	28	1	1	0	0	0	2	0	1	1	1	2	0	54	68	CAGL0B01875g
1875	1224	2475	1945	1959	1714	1669	1268	1997	1132	774	1360	1379	999	1339	1150	978	1081	97	89	CAGL0B01881g
949	805	1014	919	941	1154	1024	757	860	824	423	491	572	709	577	710	660	817	603	584	CAGL0B01903g
355	349	203	134	273	311	329	188	221	104	119	163	45	145	125	124	85	87	1601	1632	CAGL0B01925g
3154	3658	9015	8072	4185	5539	4910	2433	7361	5030	3032	7740	587	4293	383	650	5367	6123	460	657	CAGL0B01947g
130	102	92	68	110	117	121	68	87	32	32	43	16	45	28	26	22	22	48	50	CAGL0B01969g
305	289	332	228	279	310	319	155	278	153	133	276	50	186	71	108	172	195	163	174	CAGL0B01991g
509	468	504	361	527	429	579	281	434	174	171	313	125	253	194	127	136	138	324	326	CAGL0B02013g
4921	5025	4945	2743	4526	4104	5196	2699	3965	1231	2085	2709	1696	2853	2271	1086	1207	1373	4541	4259	CAGL0B02035g
228	164	248	186	220	227	137	112	202	78	64	111	84	116	103	63	66	56	87	77	CAGL0B02057g
1	3	3	1	2	3	3	1	0	0	1	4	0	7	2	2	0	5	7	3	CAGL0B02079g
378	389	399	358	366	396	479	269	307	274	274	234	150	279	159	154	255	334	826	841	CAGL0B02101g
701	577	761	576	637	721	781	542	604	513	298	485	270	403	247	400	501	562	583	569	CAGL0B02123g
3	0	3	4	4	8	3	7	221	3	0	1	0	0	5	5	5	8	11	26	CAGL0B02137r
1246	1202	1311	1151	1225	1234	1389	870	1524	891	512	742	644	660	508	498	551	624	290	260	CAGL0B02145g
1645	1292	2108	1310	1984	1813	1929	1164	1407	510	901	1010	856	1237	735	320	703	812	1100	1089	CAGL0B02167g
5434	4010	6218	3834	5181	4156	5315	2898	5121	1494	1467	3586	1859	2025	2389	1423	1811	1908	2033	1929	CAGL0B02189g
894	706	775	574	770	711	862	468	656	252	246	713	278	356	475	632	440	510	773	578	CAGL0B02211g
528	401	580	421	512	541	543	348	502	267	147	331	111	186	203	257	268	312	374	332	CAGL0B02233g
1041	875	1300	885	1139	1124	1287	792	919	516	534	637	477	720	427	278	721	776	926	998	CAGL0B02255g
648	484	759	767	689	842	658	663	734	624	272	458	428	370	453	645	450	532	154	133	CAGL0B02277g
516	376	573	390	512	448	509	366	488	211	115	213	147	204	187	153	112	103	170	172	CAGL0B02299g
3857	3428	4540	3013	4199	3741	3732	2048	3456	1702	1735	2637	1701	2320	2044	1592	1886	2152	1049	992	CAGL0B02321g
107	60	126	87	141	105	66	55	76	50	28	88	49	46	76	63	78	75	56	28	CAGL0B02343g
1178	1177	1210	844	1026	1022	1302	753	993	456	501	596	378	577	476	378	491	521	1160	1099	CAGL0B02365g
169	218	99	124	143	181	165	103	107	97	61	47	41	99	36	39	89	98	627	714	CAGL0B02387g
1050	857	988	851	838	1023	1041	817	795	606	411	440	428	474	359	390	458	551	720	739	CAGL0B02409g
3370	3665	1876	1128	1329	1362	2741	1712	1050	442	836	667	324	935	378	240	862	865	4339	4279	CAGL0B02431g
1777	1513	679	493	876	912	1387	892	607	255	341	290	282	591	632	333	412	478	948	925	CAGL0B02453g
56150	46424	81	48	13834	14920	37078	28978	236	81	12	15	13	32	11021	8153	208	249	40529	38398	CAGL0B02475g
3410	3370	3925	3374	3210	3957	3566	2650	3040	2121	1142	1144	1602	1771	1419	1337	1749	2100	2108	1937	CAGL0B02497g
2121	1643	2901	1840	2055	1866	2342	1887	2172	1144	979	1198	1300	1259	951	782	790	915	429	328	CAGL0B02519g
1878	1585	2193	1519	1709	1667	1903	1217	1919	1096	753	1415	869	1025	1002	873	936	965	1273	1223	CAGL0B02541g
2516	2412	754	648	3948	3823	1164	636	604	353	380	343	325	515	3252	2470	333	369	20464	19835	CAGL0B02563g
5842	4854	7224	6317	5994	7075	5333	3774	5655	3647	2998	3501	3382	3545	3798	4058	3021	3434	2208	2153	CAGL0B02585g
2756	1885	3496	2724	2745	2919	1951	1653	2398	1020	1077	1251	1512	1481	1555	1288	1343	1330	373	272	CAGL0B02607g
1872	1506	1979	1585	1870	1868	1936	1089	1563	962	689	1113	690	926	1047	1085	840	865	1335	1142	CAGL0B02629g
0	2	1	0	2	7	2	0	1	0	0	4	1	1	8	5	2	3	26	12	CAGL0B02651g
820	676	940	705	890	802	843	575	674	569	273	602	312	341	438	680	474	497	516	498	CAGL0B02673g
607	645	657	539	613	679	804	414	439	262	293	601	126	434	201	238	298	360	1236	1266	CAGL0B02695g
14116	10213	15058	10923	9575	10216	8899	6247	13844	5350	6894	7019	5334	6163	2885	1773	4211	4949	2807	3404	CAGL0B02717g
970	1005	1092	768	973	964	1062	552	767	438	466	668	260	640	383	365	545	552	558	549	CAGL0B02739g
331	470	391	364	478	544	438	302	206	143	206	291	82	361	155	220	314	368	432	463	CAGL0B02755g
484	481	540	393	551	470	511	212	423	198	187	297	173	264	277	198	199	228	202	176	CAGL0B02761g
436	377	421	286	355	349	475	278	343	140	111	312	108	160	95	97	155	207	487	444	CAGL0B02772g
1915	1741	2049	1445	6644	5809	1702	926	1600	521	1088	1293	931	1601	12307	5965	658	754	1575	1523	CAGL0B02794g
789	590	808	576	771	740	664	471	716	301	251	493	283	322	429	362	271	262	285	225	CAGL0B02816g
2547	1736	2160	1570	1572	1769	1918	1767	1140	410	1053	864	285	1253	1809	1055	690	833	506	538	CAGL0B02838g
1518	1562	635	502	1056	1191	926	463	336	240	263	278	129	398	611	592	322	372	7801	7958	CAGL0B02860g
2023	1545	105	92	2420	1914	939	379	76	41	26	31	85	246	1017	815	87	114	1036	1103	CAGL0B02882g
84	160	17	3	70	55	116	17	12	2	2	3	2	10	24	19	2	5	42	43	CAGL0B02904g
2740	4274	19	9	1769	984	1807	240	39	9	5	5	3	16	220	128	7	6	1227	1758	CAGL0B02926g
296	246	109	82	187	197	210	101	71	42	23	23	34	37	38	29	53	70	278	283	CAGL0B02948g
2728	2210	1067	775	1697	1554	1712	942	521	247	283	249	213	450	525	448	297	304	1441	1285	CAGL0B02970g
1038	1028	922	758	875	881	928	479	485	264	496	366	237	605	276	184	263	308	809	666	CAGL0B02981g
1391	1415	1160	967	1069	1066	1181	639	694	343	689	709	389	849	413	341	538	568	1166	1057	CAGL0B03014g
12084	10474	13974	8951	13476	12782	13930	8597	14286	3726	5895	6341	9453	7474	9287	3761	5503	5682	3837	3338	CAGL0B03047g
5885	9410	5625	4272	4639	5798	7415	3931	6214	3603	3582	2910	758	4202	1354	1616	3288	3208	15863	15118	CAGL0B03069g
638	509	773	640	535	614	692	411	622	378	287	424	338	349	220	229	318	364	276	191	CAGL0B03091g
600	625	718	630	580	695	719	393	670	440	317	412	239	472	273	313	339	335	675	586	CAGL0B03113g
1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B03135r
1145	933	1401	1024	1178	1178	1167	791	1227	593	545	907	484	657	600	529	482	550	564	464	CAGL0B03179g
181	266	178	101	205	180	316	143	161	105	114	104	36	133	28	21	92	78	576	587	CAGL0B03201g
2	0	4	1	1	1	3	2	4	0	0	0	0	0	0	1	0	1	2	0	CAGL0B03223g
5106	4133	6343	4305	5861	5168	4957	3202	5181	1887	2128	3196	2606	2949	3424	1969	2221	2264	1804	1670	CAGL0B03245g
780	638	963	606	963	972	892	583	663	399	481	615	445	648	392	275	482	527	790	777	CAGL0B03267g
711	719	728	521	759	712	858	549	636	374	345	399	207	389	344	342	343	385	550	505	CAGL0B03289g
201	175	135	111	244	229	206	114	93	67	66	96	66	98	159	143	81	74	1292	1269	CAGL0B03311g
1966	1571	2391	1585	1928	1834	2206	1339	1894	1083	980	1378	1208	1288	1233	1048	976	1023	785	721	CAGL0B03333g
338	357	385	315	355	392	451	310	366	274	205	249	205	287	227	243	226	278	237	199	CAGL0B03355g
643	583	664	457	604	566	648	353	599	262	272	395	243	322	311	223	267	301	330	279	CAGL0B03377g
1888	1729	1754	1388	1685	1744	2088	1228	1938	957	445	1325	482	580	545	841	829	862	1167	949	CAGL0B03399g
736	665	915	819	813	912	809	463	752	498	372	539	276	373	349	490	416	486	438	389	CAGL0B03421g
652	726	639	411	719	651	695	397	452	260	295	363	175	433	275	281	290	310	851	814	CAGL0B03443g
194	250	73	79	330	352	185	91	123	98	67	78	38	92	983	1345	66	92	1604	1575	CAGL0B03465g
87196	60170	99573	73966	81862	80954	66648	50940	81508	32366	36202	41194	51340	46407	61493	38947	33790	37088	6205	4960	CAGL0B03487g
4306	4090	3488	2581	6217	6312	2991	1567	2919	1517	1484	1590	891	1854	5113	4868	1801	2005	6276	6692	CAGL0B03509g
3	1	2	1	1	1	5	2	79	4	0	3	3	1	3	5	0	2	4	5	CAGL0B03520r
114	104	109	73	109	107	170	129	142	108	44	55	92	48	147	133	51	34	450	419	CAGL0B03531g
3157	2302	4120	2506	3954	3228	2802	1449	3453	760	1630	3406	1040	1858	2360	1540	1482	1578	926	1077	CAGL0B03553g
1283	1286	1367	1029	1308	1393	1558	898	1328	1015	571	918	698	772	721	911	850	883	634	587	CAGL0B03575g
1110	1175	1026	910	1015	1156	1042	725	806	430	414	408	404	586	432	316	567	695	1234	1097	CAGL0B03597g
194	140	205	189	207	324	174	150	122	133	85	85	92	146	119	171	190	219	617	619	CAGL0B03608g
1302	1350	647	465	971	1117	1220	768	502	158	326	236	146	484	586	319	204	227	3695	3387	CAGL0B03619g
986	818	976	732	879	868	948	558	824	434	385	476	405	416	516	441	387	396	339	353	CAGL0B03641g
230	317	1129	883	439	495	448	293	936	427	557	356	162	842	119	67	133	167	147	119	CAGL0B03663g
9659	9043	9640	7084	8305	10030	8322	5483	6186	3584	4948	4552	3475	6607	3476	2710	4758	5045	18331	17674	CAGL0B03685g
897	767	1002	849	1001	1116	872	651	851	415	348	468	485	518	775	590	371	474	270	226	CAGL0B03707g
1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B03729r
3249	2534	3491	2269	3345	2747	2585	1669	2721	918	1218	1415	1407	1602	1975	1066	1059	1244	900	838	CAGL0B03773g
4799	3857	6377	4513	5404	5188	4711	3566	5408	1825	2774	3885	4132	3334	4491	1900	2164	2487	483	462	CAGL0B03795g
498	660	260	227	291	372	486	249	163	103	245	196	57	417	138	128	187	206	3581	3381	CAGL0B03817g
397	289	295	274	379	474	332	228	148	87	180	159	52	249	193	153	189	227	293	293	CAGL0B03839g
763	696	798	638	742	782	810	564	624	640	373	565	364	508	486	631	463	550	550	553	CAGL0B03855g
257	205	315	236	268	243	214	163	235	104	113	165	153	141	201	131	136	157	58	66	CAGL0B03861g
754	603	953	606	840	747	762	418	622	339	372	445	511	562	550	330	400	463	367	257	CAGL0B03883g
61	97	78	65	71	85	114	56	66	48	62	59	21	54	40	47	53	46	166	167	CAGL0B03899g
888	855	945	706	822	818	917	591	696	297	352	490	293	533	371	220	377	404	365	339	CAGL0B03905g
2396	1722	3596	2510	2804	2780	2440	1663	2591	1688	1653	2559	1337	2023	1520	1446	1897	2164	267	261	CAGL0B03927g
753	601	688	456	460	437	841	471	542	279	207	367	163	209	80	73	264	320	294	283	CAGL0B03949g
801	724	827	501	808	697	771	463	554	239	363	419	353	554	337	235	267	280	474	530	CAGL0B03971g
3863	3170	6335	3863	5170	4595	4529	2751	4868	1766	2154	2974	3837	3195	3141	1725	2300	2496	409	384	CAGL0B03993g
1381	1280	1683	1205	1415	1351	1726	988	1522	794	785	1201	754	1059	854	689	711	792	699	608	CAGL0B04015g
628	610	596	384	630	470	573	302	514	135	307	392	246	458	342	134	188	253	480	463	CAGL0B04037g
900	804	605	441	542	560	699	528	398	218	327	276	174	391	258	222	331	285	1915	1805	CAGL0B04059g
1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	CAGL0B04081r
336	298	321	229	350	316	319	270	271	160	102	198	75	166	133	123	163	160	276	263	CAGL0B04103g
3920	2519	6008	5075	4447	4742	3919	3710	4475	3489	2141	3199	4122	2966	4129	3600	2910	3423	119	102	CAGL0B04125g
1557	1288	1894	1274	1622	1532	1843	1112	1486	983	669	996	752	833	1006	956	879	946	486	396	CAGL0B04147g
2654	1487	4252	2744	3176	2393	2243	1844	2933	1201	1246	2433	2330	1539	2376	1314	1189	1317	100	85	CAGL0B04169g
1060	932	1288	934	1117	1190	1092	698	1096	558	466	576	539	729	422	305	481	471	648	550	CAGL0B04191g
9	7	7	2	2	3	15	7	2	1	12	23	12	10	6	0	9	16	9	10	CAGL0B04213g
44	27	52	41	41	44	31	23	40	19	19	31	43	24	42	31	23	36	34	31	CAGL0B04235g
56725	39007	83010	65042	61746	67768	54123	41372	75922	43326	32465	35585	51956	39297	49159	41358	33671	38470	1982	1753	CAGL0B04257g
748	518	976	892	894	1092	655	685	739	740	387	595	822	623	756	898	735	848	252	244	CAGL0B04279g
1168	754	1188	961	1149	1265	1005	872	727	518	376	543	650	558	697	765	501	548	581	445	CAGL0B04301g
1651	1460	1183	839	1306	1456	1322	809	776	463	589	577	482	845	784	675	718	744	5273	5051	CAGL0B04323g
8293	7006	11027	7833	8802	8395	8436	5544	9597	4294	3221	4342	4705	4160	5249	3778	3098	3457	980	930	CAGL0B04345g
366	269	278	204	449	490	346	221	189	148	166	186	98	240	136	108	190	195	1172	1210	CAGL0B04367g
1300	1083	1542	882	1349	1174	1245	741	1267	536	362	743	452	557	579	504	420	439	537	451	CAGL0B04389g
351	312	376	238	363	292	248	152	287	105	188	257	159	279	198	119	154	180	341	318	CAGL0B04411g
2393	1089	2176	1403	3246	2531	1192	945	1329	621	684	1046	2582	1480	2847	1537	1161	1329	164	155	CAGL0B04433g
49	17	21	17	82	91	11	12	18	8	12	29	43	32	59	43	58	72	27	19	CAGL0B04455g
693	576	603	500	550	607	574	415	506	324	302	355	314	394	356	319	335	384	415	405	CAGL0B04477g
1414	1473	1823	1299	1551	1570	1792	1154	1404	730	925	1241	939	1321	1063	592	953	1039	1472	1518	CAGL0B04499g
2542	2261	2730	2392	2747	3189	2559	1881	2052	2151	1188	1508	1479	1870	1575	2552	1714	2081	4227	4346	CAGL0B04521g
489	538	540	349	454	404	512	266	512	148	267	206	188	421	157	74	150	189	384	387	CAGL0B04543g
4808	4074	5744	4059	4424	4443	4667	2744	4417	2273	3142	2966	2893	3927	2644	1971	2593	2857	3427	3022	CAGL0B04565g
2163	1943	3779	2859	2396	2876	1710	1121	2031	954	1932	1985	919	3106	792	570	2218	2657	496	578	CAGL0B04587g
634	512	824	577	614	681	602	378	598	413	306	536	250	451	269	325	435	473	178	200	CAGL0B04609g
3012	2993	3269	2157	2927	2782	3438	1811	2639	1216	1216	1836	1002	1620	1169	907	1120	1158	1736	1581	CAGL0B04631g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B04653s
100	86	247	266	64	103	48	46	49	22	51	96	37	148	35	21	36	38	562	409	CAGL0B04675g
1636	1611	1788	1339	1606	1641	1832	1106	1665	1162	807	1203	854	1181	852	780	896	1004	707	690	CAGL0B04697g
146	115	158	133	144	123	146	66	155	47	46	125	55	74	75	49	70	77	114	99	CAGL0B04719g
691	604	882	629	771	767	832	531	592	321	317	542	236	368	272	278	381	366	529	518	CAGL0B04741g
253	244	241	148	261	221	238	103	170	84	113	124	132	173	154	68	92	101	244	209	CAGL0B04763g
271	225	281	193	236	237	274	126	232	111	141	150	134	167	150	85	95	105	104	98	CAGL0B04785g
2417	2193	2989	2385	2363	2687	2287	1720	2510	1574	1209	1618	1504	1607	1559	1433	1420	1687	1598	1525	CAGL0B04807g
582	468	624	549	579	683	624	484	517	453	264	459	238	355	320	447	369	436	644	623	CAGL0B04829g
2387	2072	3008	1814	2922	2320	2569	1320	2287	886	962	1442	1055	1228	1491	1033	780	897	1689	1642	CAGL0B04851g
619	490	725	549	659	652	654	378	555	365	294	508	318	417	429	387	441	435	435	390	CAGL0B04873g
668	563	659	486	572	504	957	546	898	461	283	588	283	365	502	482	260	280	401	383	CAGL0B04895g
601	584	515	331	688	637	678	366	328	113	212	264	171	276	303	154	168	196	2764	2698	CAGL0B04917g
279	191	262	164	272	248	190	116	200	56	42	112	75	98	95	61	57	72	240	232	CAGL0B04939g
1988	1417	2824	2265	2169	2358	2045	1544	2333	2020	1130	1899	1901	1527	1907	2351	1503	1801	408	388	CAGL0B04961g
790	684	776	557	839	784	818	577	655	385	309	560	280	417	458	485	400	402	710	681	CAGL0B04983g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B05005r
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B05027r
1385	1086	1713	1311	1826	1792	1173	870	1417	968	527	1335	486	568	549	921	1128	1205	1184	1124	CAGL0B05049g
0	0	0	0	0	3	0	0	0	0	0	0	0	0	11	9	0	0	0	0	CAGL0B05093g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0B05126g
0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	5	0	0	0	0	CAGL0B05137g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	CAGL0B05148g
1129	1404	1	4	18766	19858	64	32	4942	2200	1325	3242	419	2789	8291	9106	109	98	120	81	CAGL0C00110g
27	43	11	7	334	321	6	4	72	32	39	61	12	72	345	282	19	19	27	17	CAGL0C00209g
148	134	137	85	220	243	56	45	141	147	49	117	45	71	222	451	116	143	152	132	CAGL0C00231g
16	17	21	19	8	21	16	6	15	5	7	3	6	8	3	2	3	9	12	11	CAGL0C00253g
1708	919	466	319	1420	1366	305	164	252	99	270	282	141	447	735	514	268	296	10897	10201	CAGL0C00275g
1687	1102	1999	1545	1854	1906	1544	1120	1698	865	491	1323	584	618	815	992	827	911	419	394	CAGL0C00297g
1503	1669	1536	979	1781	1665	1326	670	950	281	708	845	400	1109	687	359	388	379	2039	1685	CAGL0C00319g
613	518	672	482	625	663	752	447	602	258	389	460	473	619	482	223	312	351	273	253	CAGL0C00341g
1876	1535	1754	1690	1988	2468	1715	1453	1319	959	666	593	716	895	1306	1411	870	916	1938	1781	CAGL0C00363g
1952	1605	2317	1780	2115	2333	1942	1419	1935	1222	873	1295	1052	1305	919	944	936	1059	670	588	CAGL0C00385g
785	635	614	383	742	627	700	439	521	302	285	439	260	334	420	363	270	301	970	807	CAGL0C00407g
529	536	586	423	590	528	655	304	485	194	235	411	199	368	261	230	181	220	771	688	CAGL0C00429g
1197	1197	849	586	1261	1254	995	572	561	294	439	553	199	642	398	313	442	517	2521	2514	CAGL0C00451g
985	798	1097	685	958	831	1116	534	968	302	309	692	345	419	572	438	430	423	506	419	CAGL0C00473g
359	342	459	409	366	452	493	319	429	265	237	239	205	351	173	171	318	376	210	205	CAGL0C00495g
1077	985	1097	839	1182	1138	1064	585	1022	560	440	586	461	563	556	492	560	617	481	455	CAGL0C00517g
918	709	610	452	755	701	759	391	573	230	228	275	239	319	334	212	227	238	1066	1028	CAGL0C00539g
468	410	571	424	515	551	566	340	481	313	145	445	90	183	117	196	276	290	301	230	CAGL0C00561g
860	815	1261	947	890	938	975	657	1011	819	498	767	478	711	488	626	696	830	293	290	CAGL0C00583g
597	468	613	494	539	540	539	385	460	335	215	421	213	361	246	373	343	397	301	332	CAGL0C00605g
451	457	410	299	437	425	407	260	393	290	214	332	139	232	214	246	242	295	673	623	CAGL0C00627g
4218	4021	5020	3178	4440	4051	4699	2666	3575	1563	2464	2476	2030	3574	2341	1351	1716	1824	4623	4287	CAGL0C00649g
1457	1642	1233	1010	1569	1782	1345	836	1021	641	492	480	480	695	664	684	612	773	3103	3021	CAGL0C00671g
1476	1485	1592	1323	1598	1758	1520	1047	1142	708	686	738	768	1213	970	676	739	775	4728	4110	CAGL0C00693g
998	556	1333	1083	1087	1086	925	765	983	493	362	931	601	510	838	751	573	665	120	118	CAGL0C00715g
2635	1576	4056	2671	3177	2445	2583	1825	3072	1398	1186	2256	2190	1396	2291	1552	1214	1350	167	128	CAGL0C00737g
1883	1245	2429	1800	2071	1852	1805	1435	1735	1087	727	1469	1137	764	1478	1337	852	910	270	218	CAGL0C00759g
